velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp
39.5,1320.7,-5.17,-2.46,-8.33,-9.3,867.7,39.905849,32.805437,-90.5,530,1.9,39.9,-0.61,-1.55,9.83,14:50:22.661
37.4,1297.7,3.28,-3.2,-9.5,-8.7,869.4,39.90584,32.805433,-91.4,531,0.3,36.4,-5.01,-4.61,2.44,14:50:22.761
40.4,1296.5,0.6,5.54,-9.09,-9.2,869.9,39.905818,32.805404,-87.6,532,0.8,38.9,-6.14,-8.6,3.36,14:50:22.862
38.5,1288.8,1.67,1.75,-8.94,-9.4,871.4,39.905815,32.805442,-94.9,533,1.0,38.8,3.2,1.67,2.52,14:50:22.963
38.9,1277.8,2.6,-0.76,-9.41,-9.0,872.2,39.905871,32.805437,-96.5,534,1.1,37.9,1.48,1.33,3.34,14:50:23.064
39.9,1245.6,3.23,-2.18,-7.91,-9.4,875.1,39.905811,32.805383,-88.0,535,1.2,39.6,0.29,-0.16,3.07,14:50:23.165
40.2,1231.7,2.5,-1.08,-9.18,-8.7,876.8,39.905825,32.805428,-86.9,536,1.0,41.0,1.88,9.37,3.76,14:50:23.266
38.3,1226.4,4.43,1.8,-10.5,-9.3,877.4,39.905832,32.805431,-99.0,537,2.0,36.3,1.78,8.21,-7.6,14:50:23.366
37.8,1219.7,1.58,-1.08,-10.32,-8.8,877.6,39.905833,32.805441,-92.9,538,1.6,37.0,-7.88,-9.9,-11.82,14:50:23.467
40.1,1203.0,-2.87,-1.16,-8.68,-8.7,879.2,39.905848,32.80544,-100.9,539,0.6,40.7,2.46,-6.21,0.62,14:50:23.568
36.5,1194.6,2.72,1.12,-10.97,-9.0,880.6,39.905877,32.805419,-99.2,540,1.4,36.4,-4.82,2.22,-4.01,14:50:23.669
33.7,1196.8,-0.69,-2.29,-8.39,-8.5,880.8,39.905838,32.805421,-92.5,541,0.0,34.3,-2.84,-11.98,-12.77,14:50:23.769
29.2,1165.9,0.3,-1.0,-9.78,-8.7,882.6,39.905838,32.805465,-92.8,542,0.3,27.2,2.93,1.14,-5.82,14:50:23.870
35.4,1149.2,3.89,-1.45,-10.04,-7.9,886.1,39.905838,32.805429,-93.4,543,0.6,35.9,-0.37,-9.12,-3.5,14:50:23.970
31.1,1152.6,2.73,-4.26,-9.92,-8.0,884.6,39.905838,32.805442,-104.5,544,1.7,30.9,0.76,-1.8,4.85,14:50:24.071
37.0,1138.7,-1.72,2.54,-11.17,-8.2,886.2,39.90585,32.805447,-85.3,545,0.4,36.8,-6.13,10.59,-0.83,14:50:24.172
34.8,1131.4,0.25,-2.47,-9.16,-8.4,886.9,39.905829,32.805437,-88.0,546,1.1,36.8,-3.1,4.66,4.26,14:50:24.272
31.4,1098.6,-0.31,0.34,-11.74,-8.1,891.3,39.905852,32.805443,-102.0,547,1.8,32.0,-1.83,4.61,0.86,14:50:24.373
32.7,1096.9,-0.74,-0.49,-8.94,-7.8,890.4,39.905836,32.805429,-86.2,548,1.7,31.3,-3.28,-3.66,-2.39,14:50:24.474
33.0,1069.0,-0.51,-1.33,-10.13,-7.8,894.4,39.905823,32.805461,-100.2,549,1.6,32.9,5.41,-4.32,2.25,14:50:24.575
32.7,1067.1,1.67,0.61,-9.8,-8.0,893.2,39.905873,32.805434,-104.8,550,1.4,31.7,-5.11,0.56,3.89,14:50:24.676
33.9,1051.6,2.88,1.45,-8.71,-7.4,896.0,39.905866,32.805433,-87.8,551,1.4,33.4,2.62,7.91,5.02,14:50:24.776
32.7,1034.1,1.63,3.81,-10.09,-7.9,897.1,39.90587,32.805404,-92.4,552,0.1,33.1,-1.92,0.2,-4.87,14:50:24.877
29.8,1018.6,-0.93,-1.52,-11.63,-7.6,897.9,39.90587,32.805457,-101.7,553,0.7,28.7,6.47,-8.43,5.3,14:50:24.978
31.9,1022.4,-1.21,-0.82,-9.42,-7.4,897.6,39.905843,32.80547,-91.8,554,1.5,30.7,-4.04,-4.79,1.06,14:50:25.079
25.7,1002.7,4.6,-1.89,-9.3,-7.8,899.4,39.905858,32.805469,-92.4,555,0.4,26.3,-6.35,2.01,-4.73,14:50:25.179
27.9,979.9,2.5,-0.31,-9.89,-6.8,903.6,39.905875,32.805452,-86.2,556,0.5,25.7,5.46,3.23,-4.05,14:50:25.280
27.8,982.5,3.66,0.65,-9.14,-7.5,902.9,39.905861,32.805452,-95.5,557,0.3,27.4,-3.42,4.58,1.09,14:50:25.381
28.8,958.4,2.33,-4.62,-10.77,-7.3,905.3,39.905861,32.805439,-103.2,558,1.9,28.5,-4.5,6.68,5.16,14:50:25.482
28.9,938.9,-1.14,2.83,-11.1,-7.2,908.4,39.905846,32.80544,-100.0,559,0.9,28.3,6.55,5.18,7.38,14:50:25.583
26.4,932.1,3.13,-0.57,-10.47,-7.1,908.8,39.905865,32.805454,-95.4,560,1.9,25.7,1.93,-0.17,-4.31,14:50:25.684
25.9,939.2,-0.14,-0.08,-9.9,-7.3,907.0,39.905872,32.805462,-92.7,561,0.5,25.4,-2.87,-1.2,-1.23,14:50:25.785
21.2,908.6,3.82,-1.01,-8.64,-6.7,910.5,39.905893,32.805463,-88.2,562,1.7,22.7,-3.17,2.27,-5.46,14:50:25.886
23.0,920.5,4.8,1.1,-11.06,-7.1,909.6,39.905855,32.805477,-85.6,563,0.7,21.6,-0.24,-1.49,-2.82,14:50:25.986
24.6,887.5,4.35,0.35,-9.83,-7.4,912.4,39.905852,32.805491,-97.7,564,1.8,24.0,2.87,-12.43,0.01,14:50:26.087
20.0,875.2,-6.44,-3.98,-11.2,-6.4,914.4,39.90588,32.805463,-102.3,565,1.8,19.9,3.12,2.44,9.51,14:50:26.188
20.0,861.5,-0.94,4.11,-8.38,-6.3,916.2,39.905843,32.805446,-85.5,566,1.6,20.2,2.98,-2.21,-2.02,14:50:26.289
20.5,844.7,1.18,-0.62,-8.72,-6.9,917.4,39.905883,32.805462,-99.4,567,1.9,21.5,-9.02,3.78,5.01,14:50:26.389
19.4,831.7,-2.4,1.94,-10.81,-6.4,918.8,39.905848,32.805455,-88.2,568,1.1,19.5,-0.67,2.89,-1.69,14:50:26.490
19.1,808.0,3.3,-0.74,-9.09,-6.4,920.9,39.905908,32.805452,-100.7,569,1.2,19.0,-3.15,-5.32,-4.29,14:50:26.591
21.5,806.0,-2.1,1.72,-11.56,-6.5,920.9,39.905855,32.805496,-101.7,570,1.1,20.1,-0.38,7.31,-12.7,14:50:26.692
19.1,778.8,3.82,0.16,-7.81,-5.8,924.7,39.905869,32.805478,-88.2,571,0.5,19.0,3.11,-3.37,0.51,14:50:26.793
22.3,766.1,2.02,0.07,-9.45,-6.0,926.8,39.905864,32.805459,-103.8,572,0.3,21.8,0.32,-2.66,-4.33,14:50:26.894
20.0,753.5,-2.08,-3.87,-8.72,-6.2,927.4,39.905867,32.805474,-96.1,573,0.1,20.2,8.01,11.12,1.86,14:50:26.995
19.5,754.4,-0.3,1.89,-10.75,-5.9,926.3,39.905861,32.805467,-99.6,574,0.3,19.0,2.74,1.0,4.04,14:50:27.095
16.9,738.6,-2.52,-0.61,-10.19,-5.5,928.9,39.905852,32.805484,-93.9,575,1.5,17.3,4.82,-8.2,0.41,14:50:27.196
18.0,729.0,-2.14,2.05,-9.32,-5.6,930.3,39.905878,32.805495,-103.5,576,0.9,19.4,-4.23,-2.06,-1.7,14:50:27.297
18.5,719.4,0.56,-0.18,-11.84,-5.4,930.1,39.90589,32.805447,-104.7,577,1.1,17.6,-0.25,2.99,-0.35,14:50:27.398
21.3,696.6,-3.15,-1.65,-9.49,-6.1,933.5,39.905878,32.805441,-103.8,578,0.4,21.5,4.96,-1.32,-3.71,14:50:27.499
16.9,673.2,0.34,2.26,-9.74,-5.7,935.9,39.905881,32.80551,-86.8,579,1.6,17.2,6.06,7.04,-7.94,14:50:27.600
19.0,661.1,5.33,-1.86,-9.95,-5.3,936.8,39.905859,32.805493,-89.6,580,0.4,19.1,-4.36,-4.15,2.24,14:50:27.700
10.6,658.7,0.31,1.65,-9.02,-5.5,937.1,39.905854,32.805502,-102.5,581,1.7,11.4,3.62,5.54,-4.83,14:50:27.801
15.9,640.7,3.19,3.52,-9.63,-5.4,940.3,39.905905,32.805518,-85.6,582,1.7,14.8,-0.85,6.23,-0.41,14:50:27.902
18.5,624.3,2.58,-3.6,-10.55,-5.4,942.0,39.905887,32.805482,-101.4,583,1.7,17.8,0.87,0.37,-3.53,14:50:28.003
16.9,605.4,2.05,1.53,-11.95,-4.8,943.3,39.905869,32.80549,-93.8,584,1.0,15.6,3.75,5.41,-11.74,14:50:28.104
15.8,603.8,-0.11,2.6,-7.49,-5.4,943.3,39.90592,32.805465,-97.4,585,0.2,16.5,12.39,-0.22,5.42,14:50:28.205
15.4,584.2,4.56,2.59,-9.18,-5.2,945.8,39.905861,32.805455,-101.0,586,0.2,14.4,-5.06,4.04,-2.66,14:50:28.305
16.1,567.2,-0.38,-2.07,-9.51,-5.0,947.6,39.905871,32.805478,-99.0,587,0.7,15.7,2.14,4.41,-5.64,14:50:28.406
13.3,580.6,2.21,-0.08,-12.54,-4.7,946.0,39.905907,32.805492,-99.0,588,0.5,13.5,2.19,0.46,-2.5,14:50:28.507
13.3,548.8,1.18,2.46,-10.1,-4.6,949.3,39.905921,32.805464,-96.6,589,1.8,14.5,2.94,5.14,7.33,14:50:28.607
13.8,531.8,-1.25,-2.01,-9.03,-4.8,952.4,39.905873,32.805502,-88.5,590,0.6,15.0,-2.7,0.09,2.92,14:50:28.708
13.5,498.8,2.36,0.6,-10.77,-4.4,955.1,39.905885,32.805467,-94.9,591,1.4,13.0,2.74,2.97,0.43,14:50:28.809
9.9,504.2,1.22,0.18,-9.67,-4.8,954.4,39.90588,32.805474,-89.0,592,1.7,9.9,-5.77,-0.43,-6.68,14:50:28.910
10.3,490.7,-4.27,-3.5,-11.64,-4.8,957.3,39.905872,32.805516,-97.1,593,1.1,9.4,-6.14,-2.33,-1.79,14:50:29.010
12.0,470.3,1.03,3.77,-10.71,-4.2,958.9,39.905898,32.805503,-92.4,594,1.6,12.2,-0.26,-10.06,1.13,14:50:29.111
13.5,485.6,-4.18,-1.02,-8.79,-4.1,957.8,39.905908,32.805465,-97.4,595,1.0,14.8,3.93,5.24,3.3,14:50:29.211
8.8,449.6,4.74,1.35,-9.3,-4.6,961.4,39.90591,32.805509,-102.9,596,1.5,8.3,2.43,5.52,-8.2,14:50:29.312
11.1,454.9,5.83,0.58,-9.91,-4.9,960.3,39.90589,32.805489,-100.5,597,0.6,9.9,2.47,10.43,7.6,14:50:29.413
9.9,408.8,2.78,-0.11,-11.05,-4.2,965.9,39.905911,32.805524,-100.7,598,0.4,10.9,-10.98,9.66,-4.89,14:50:29.514
8.6,401.2,5.09,-3.16,-11.2,-4.0,966.5,39.905905,32.805521,-85.1,599,0.9,9.2,4.66,-1.14,-2.93,14:50:29.615
9.6,398.2,1.48,1.81,-10.22,-4.0,967.1,39.905904,32.805498,-93.7,600,0.8,10.6,4.19,-2.66,-6.55,14:50:29.716
11.1,388.5,-2.32,4.2,-11.04,-3.3,967.6,39.905883,32.805491,-85.9,601,0.8,10.6,-0.53,-2.35,-0.31,14:50:29.817
8.7,378.3,-0.48,2.55,-8.22,-3.2,968.9,39.905892,32.80555,-85.7,602,1.8,10.0,7.26,-6.58,-9.42,14:50:29.918
8.1,337.7,-2.19,-3.46,-10.5,-3.8,973.8,39.905896,32.805493,-91.9,603,2.0,9.4,-2.16,1.07,-2.22,14:50:30.018
8.3,338.6,1.66,0.48,-11.04,-3.0,973.3,39.905908,32.805502,-95.5,604,0.1,9.1,-4.22,5.63,8.4,14:50:30.119
6.4,347.2,0.47,-2.3,-8.32,-3.2,972.9,39.905914,32.80553,-96.2,605,0.5,6.9,3.18,-6.43,-1.39,14:50:30.220
6.2,306.6,-0.59,1.81,-9.13,-3.6,977.0,39.905878,32.805513,-102.3,606,0.9,4.5,-0.22,5.0,5.73,14:50:30.320
5.7,302.4,-2.89,-1.92,-10.64,-2.6,977.3,39.905885,32.805545,-99.0,607,0.3,4.6,6.36,3.76,-3.96,14:50:30.422
7.6,283.0,-6.61,0.23,-10.8,-2.9,980.3,39.905929,32.805513,-96.1,608,2.0,6.8,-5.15,-2.24,7.68,14:50:30.523
7.8,262.5,0.32,-4.26,-9.64,-2.9,981.6,39.905925,32.805489,-94.4,609,1.0,8.1,-6.54,2.55,-8.65,14:50:30.624
7.4,236.3,2.73,3.68,-10.61,-3.1,985.7,39.905892,32.805536,-98.0,610,1.0,8.9,1.42,2.37,5.84,14:50:30.724
5.7,237.7,-0.4,5.16,-10.73,-3.3,985.6,39.905936,32.805512,-85.6,611,1.8,8.7,-1.45,4.57,6.18,14:50:30.826
3.4,234.0,0.57,0.18,-11.47,-2.9,986.5,39.905942,32.805482,-102.2,612,1.9,2.6,-3.07,8.38,3.24,14:50:30.926
1.4,218.7,-0.54,-0.5,-9.9,-2.7,986.1,39.905916,32.805498,-86.8,613,1.9,4.2,-0.62,1.35,-5.03,14:50:31.027
6.7,192.7,-1.74,5.41,-7.77,-2.4,990.9,39.905907,32.805504,-86.5,614,0.7,4.3,1.8,-6.64,3.04,14:50:31.128
2.5,208.8,-1.43,-1.99,-10.34,-2.5,987.9,39.905886,32.805525,-97.5,615,1.7,2.2,-5.08,3.66,-9.57,14:50:31.228
4.6,180.4,-6.92,0.44,-10.68,-2.6,992.5,39.905946,32.805513,-101.4,616,1.4,4.3,-0.91,4.91,-8.33,14:50:31.329
4.8,149.6,1.38,-0.63,-9.93,-2.8,995.1,39.905889,32.805547,-98.9,617,1.4,4.6,-3.12,6.8,2.67,14:50:31.430
5.1,149.1,0.59,-1.48,-9.81,-2.7,995.5,39.905917,32.805526,-88.3,618,0.7,4.7,7.87,-2.54,-4.89,14:50:31.531
4.1,114.7,-0.53,3.02,-7.57,-2.3,1000.0,39.905938,32.805536,-102.8,619,1.6,3.1,2.58,10.19,-0.45,14:50:31.632
4.9,132.8,5.03,-1.2,-10.81,-1.8,997.8,39.905887,32.805502,-87.5,620,1.5,4.6,2.34,5.17,1.45,14:50:31.732
0.7,106.6,-0.02,0.16,-8.13,-1.7,1000.8,39.905926,32.805556,-89.1,621,1.2,0.4,-6.56,1.37,4.06,14:50:31.833
2.6,69.3,1.07,-1.24,-9.46,-1.9,1005.6,39.905921,32.805534,-99.9,622,0.2,3.3,2.14,-1.77,-8.68,14:50:31.934
0,51.3,-2.03,-1.33,-8.24,-2.8,1007.1,39.905909,32.805509,-87.5,623,0.7,0.3,-3.38,-2.58,0.56,14:50:32.035
4.6,75.2,3.46,1.23,-8.81,-1.4,1004.6,39.905905,32.805481,-98.8,624,1.3,4.6,-5.51,-1.34,0.7,14:50:32.135
1.9,49.3,0.69,4.71,-9.45,-1.8,1008.1,39.905908,32.805503,-95.4,625,1.6,2.2,-4.87,3.49,-1.15,14:50:32.236
0.6,41.3,-1.72,2.18,-9.56,-2.0,1008.1,39.905937,32.805529,-104.8,626,1.1,1.0,-7.6,3.1,-4.01,14:50:32.336
0.9,19.3,3.87,1.03,-9.79,-1.9,1011.3,39.905943,32.805517,-89.1,627,0.9,0.7,4.96,-4.14,-2.24,14:50:32.437
3.4,0,2.11,-0.85,-9.18,-1.8,1013.7,39.905959,32.805516,-104.1,628,0.6,4.0,4.13,5.66,7.33,14:50:32.538
1.2,7.8,2.88,-3.78,-9.91,-1.7,1012.7,39.905926,32.805523,-99.9,629,1.0,1.0,-2.14,-2.76,-0.73,14:50:32.639
0,0,0.36,3.57,-11.27,-1.5,1013.9,39.905926,32.805494,-93.6,630,0.6,0.9,7.08,-0.65,-1.2,14:50:32.739
0,0,-1.25,-3.71,-9.35,-1.9,1013.2,39.905925,32.805542,-102.4,631,1.5,-0.5,-6.3,-1.93,-10.56,14:50:32.840
0,0,-0.35,-1.54,-8.09,-1.9,1013.1,39.905908,32.805542,-92.7,632,0.5,1.3,14.36,-3.13,1.08,14:50:32.941
0,0,2.38,-2.28,-9.69,-1.3,1013.3,39.905936,32.805577,-99.8,633,1.5,-0.3,-4.79,2.94,-1.51,14:50:33.042
0,0,-1.25,2.49,-10.09,-1.0,1013.8,39.90593,32.805501,-95.8,634,0.6,0.7,-9.62,-1.49,2.29,14:50:33.142
1.9,0,0.73,-5.17,-8.71,-1.6,1013.6,39.905968,32.805541,-103.9,635,0.4,2.8,4.13,2.8,-1.03,14:50:33.243
0,0,7.35,1.71,-8.15,-1.9,1013.9,39.905944,32.80551,-93.2,636,2.0,0.8,2.78,-5.42,1.57,14:50:33.343
0,0,-0.77,-4.64,-8.48,-1.1,1012.5,39.905931,32.805538,-94.6,637,0.2,-0.9,-3.37,11.36,2.91,14:50:33.444
0,0,1.93,1.83,-9.8,-1.9,1013.2,39.905936,32.805562,-102.0,638,0.3,-0.4,-1.18,10.52,-7.64,14:50:33.545
0,0,-2.65,-0.49,-9.93,-1.7,1013.0,39.905929,32.805528,-91.9,639,1.3,0.4,-1.44,2.44,-0.58,14:50:33.646
0,0,3.31,1.57,-11.2,-1.5,1012.8,39.905952,32.805552,-95.7,640,1.4,2.8,0.39,-4.8,-2.59,14:50:33.746
0,0,-0.85,0.65,-11.85,-1.4,1012.8,39.905938,32.805535,-100.3,641,0.2,-1.0,-0.38,1.01,0.43,14:50:33.847
0,0,-4.07,1.22,-10.18,-1.6,1013.0,39.905958,32.80553,-104.7,642,0.5,1.1,6.88,1.77,3.09,14:50:33.948
0,0,5.25,-1.02,-10.08,-1.7,1013.4,39.905946,32.805504,-86.5,643,0.0,-0.1,-3.68,4.7,0.41,14:50:34.049
0,0,-1.23,1.99,-8.3,-1.4,1013.1,39.905967,32.805503,-94.1,644,1.0,1.2,-6.04,-0.88,-3.71,14:50:34.149
0,0,1.28,0.56,-9.98,-1.3,1013.4,39.905952,32.805553,-94.0,645,0.3,-0.3,-3.64,1.44,-0.87,14:50:34.250
0,0,1.71,0.4,-10.26,-1.5,1013.4,39.90594,32.805511,-87.3,646,0.0,0.6,-4.08,-3.17,-8.1,14:50:34.351
0,0,3.08,-2.56,-9.71,-1.4,1014.3,39.905994,32.805533,-97.2,647,1.8,-0.1,3.51,4.03,9.81,14:50:34.452
0,0,1.76,-0.32,-9.81,-1.8,1012.7,39.905961,32.805565,-99.3,648,0.7,-0.6,-4.78,-7.76,-2.58,14:50:34.552
0,0,1.21,-0.69,-8.59,-1.3,1013.1,39.905945,32.805548,-89.0,649,0.5,1.2,6.12,0.68,5.03,14:50:34.653
0,0,0.7,-2.26,-11.1,-1.8,1012.9,39.905947,32.805567,-94.9,650,1.7,0.6,0.97,1.32,1.89,14:50:34.754
0,0,-1.4,-0.89,-9.55,-1.5,1013.4,39.905912,32.805545,-88.5,651,0.5,-0.4,4.51,-6.2,-0.28,14:50:34.855
0,0,-0.1,3.41,-8.87,-1.7,1013.1,39.905959,32.805563,-88.6,652,0.3,1.3,-3.81,-5.31,-1.92,14:50:34.956
0,0,-2.18,-0.61,-9.62,-1.6,1012.7,39.905925,32.805541,-101.5,653,0.1,0.1,-3.4,-7.26,-0.67,14:50:35.056
0,0,0.05,2.09,-9.77,-1.4,1012.9,39.905942,32.805588,-95.7,654,1.4,-1.0,-0.79,3.29,3.99,14:50:35.157
0,0,0.38,2.33,-9.48,-1.7,1013.3,39.90594,32.805563,-94.6,655,0.9,-0.6,-8.5,-4.2,-1.68,14:50:35.258
0,0,4.91,-0.85,-8.38,-1.6,1013.3,39.905976,32.805543,-105.0,656,1.3,-1.0,-0.62,0.56,1.76,14:50:35.359
0,0,-0.36,-2.05,-9.13,-1.5,1013.6,39.905976,32.805529,-85.3,657,1.1,1.0,3.81,-1.82,0.93,14:50:35.459
0,0,-0.23,4.83,-10.55,-1.6,1013.1,39.905973,32.805553,-99.6,658,1.8,1.4,-9.29,-0.75,9.88,14:50:35.560
0,0,3.55,-1.26,-10.12,-1.8,1012.8,39.905967,32.805533,-89.0,659,0.7,0.8,-1.78,-8.31,5.89,14:50:35.660
0,0,1.45,1.03,-10.31,-1.8,1013.8,39.905929,32.805533,-95.7,660,0.4,-0.0,11.21,-9.68,2.69,14:50:35.762
0,0,-1.01,-4.55,-9.25,-1.3,1012.6,39.90599,32.805555,-86.6,661,1.4,-0.3,6.5,4.16,-6.32,14:50:35.863
0,0,-0.97,-1.17,-9.0,-1.3,1013.0,39.905915,32.805564,-93.8,662,1.1,0.9,-9.51,-4.72,-2.89,14:50:35.964
0,0,-1.13,-3.54,-8.65,-1.8,1013.3,39.905999,32.805595,-91.4,663,0.5,-2.0,5.78,-0.33,-3.15,14:50:36.065
0,0,-0.85,-0.5,-10.01,-1.6,1013.9,39.906011,32.805589,-98.5,664,0.1,0.4,9.02,3.42,-3.08,14:50:36.165
0,0,-1.92,-2.91,-9.36,-1.2,1013.3,39.905947,32.805582,-88.1,665,0.2,-0.2,-1.62,-0.87,-5.12,14:50:36.266
0,0,3.21,1.56,-9.43,-1.5,1013.2,39.905939,32.805563,-94.0,666,2.0,0.8,3.04,4.39,3.51,14:50:36.366
0,0,-1.35,-1.16,-10.85,-1.7,1013.2,39.905993,32.805555,-92.7,667,0.1,0.5,2.22,5.64,7.2,14:50:36.467
0,0,1.25,1.03,-9.65,-1.3,1013.0,39.905957,32.805552,-92.4,668,0.4,-0.1,-9.14,-9.78,-2.14,14:50:36.568
0,0,3.17,2.53,-10.87,-1.4,1013.3,39.905996,32.805554,-87.3,669,2.0,0.2,-8.36,-8.05,5.27,14:50:36.669
0,0,-1.4,-2.47,-8.28,-2.0,1013.2,39.90596,32.805552,-104.4,670,0.4,-0.2,0.37,-0.63,0.81,14:50:36.770
0,0,-2.24,1.32,-10.57,-0.7,1013.5,39.905975,32.805579,-92.7,671,1.5,0.2,-3.22,-7.24,2.52,14:50:36.871
0,0,-1.96,-1.82,-9.73,-1.8,1012.9,39.905966,32.8056,-104.7,672,0.5,-2.3,2.16,8.04,2.94,14:50:36.972
0,0,0.63,3.39,-9.68,-1.7,1012.8,39.905951,32.80557,-91.4,673,0.1,0.8,2.16,-3.2,6.4,14:50:37.073
0,0,-0.52,-1.61,-8.91,-1.7,1013.2,39.906007,32.805565,-100.4,674,1.3,-0.9,-3.3,-5.46,-7.91,14:50:37.174
0,0,-3.72,1.49,-10.67,-1.2,1013.8,39.90598,32.805548,-101.4,675,1.3,-0.2,-3.57,-4.44,0.51,14:50:37.274
0,0,7.4,0.89,-8.48,-1.2,1013.9,39.905972,32.805554,-90.6,676,1.8,-0.5,2.07,-1.39,0.13,14:50:37.375
0,0,0.27,1.33,-9.24,-1.6,1013.0,39.90598,32.805569,-94.0,677,0.1,-0.9,0.8,-7.68,-1.7,14:50:37.476
0,0,0.23,0.33,-10.83,-1.6,1013.2,39.905965,32.805589,-97.2,678,1.2,-0.9,-3.08,1.58,2.81,14:50:37.576
0,0,-4.1,0.54,-10.71,-1.4,1013.3,39.905998,32.805575,-103.4,679,0.3,-2.3,-0.45,-4.5,0.75,14:50:37.677
0,0,-3.59,-1.16,-8.73,-1.2,1013.0,39.906002,32.805554,-97.2,680,1.1,-1.5,1.8,-3.31,8.88,14:50:37.777
0,0,-0.7,-0.26,-9.59,-1.6,1013.7,39.906007,32.805579,-88.2,681,1.7,-0.6,-9.95,4.87,-0.49,14:50:37.878
0,0,1.73,2.05,-9.45,-1.7,1014.0,39.906007,32.805605,-94.7,682,0.4,0.1,-4.3,2.94,5.07,14:50:37.979
0,0,0.84,2.07,-10.46,-1.3,1013.3,39.90602,32.80559,-94.6,683,0.7,-1.1,0.68,-5.96,6.97,14:50:38.080
0,0,-1.86,1.74,-7.99,-1.7,1013.1,39.905966,32.805578,-102.1,684,0.6,-0.5,-4.09,-0.54,1.33,14:50:38.181
0,0,-0.4,-3.02,-7.62,-1.4,1013.4,39.905976,32.805604,-99.9,685,1.6,-1.3,5.99,2.08,-12.24,14:50:38.281
0,0,-0.35,0.61,-10.97,-1.3,1013.3,39.906019,32.805581,-90.5,686,2.0,-0.6,-1.03,-4.12,-2.74,14:50:38.382
0,0,-1.65,-1.66,-9.88,-2.3,1013.4,39.905978,32.805595,-101.3,687,1.4,0.3,1.25,3.13,-2.02,14:50:38.483
0,0,5.31,0.56,-12.07,-1.7,1013.5,39.905975,32.805622,-100.3,688,1.0,0.8,-6.47,-1.63,4.09,14:50:38.583
0,0,-0.07,3.43,-7.28,-1.3,1013.2,39.905982,32.805582,-95.0,689,1.9,0.1,-4.28,6.29,7.05,14:50:38.684
0,0,2.63,-3.22,-8.8,-1.3,1013.4,39.90597,32.805611,-95.7,690,0.5,1.0,0.18,-5.93,-0.49,14:50:38.785
0,0,-1.77,1.26,-10.53,-1.5,1013.7,39.906017,32.805604,-88.5,691,1.1,0.8,0.98,-2.85,-2.39,14:50:38.885
0,0,-1.7,1.71,-9.88,-1.8,1013.4,39.905972,32.805609,-102.1,692,1.1,0.5,-8.47,-10.79,-3.04,14:50:38.986
0,0,-0.81,-0.57,-11.73,-1.2,1012.8,39.906022,32.80559,-102.8,693,0.2,1.4,-3.41,-0.23,-3.72,14:50:39.087
0,0,0.36,-4.16,-9.22,-1.6,1013.3,39.906,32.805598,-89.5,694,0.4,-1.4,-7.42,-5.61,7.17,14:50:39.187
0,0,0.66,-0.16,-6.89,-1.5,1013.4,39.905967,32.80561,-92.5,695,0.4,-0.3,6.45,-0.5,-7.56,14:50:39.288
0,0,-2.8,3.05,-10.38,-2.1,1012.9,39.90601,32.805601,-102.6,696,0.1,0.3,9.73,7.37,1.03,14:50:39.389
0,0,-0.17,1.82,-8.23,-1.5,1013.8,39.906002,32.80559,-95.4,697,0.3,0.4,7.33,6.17,-4.04,14:50:39.489
0,0,-1.91,6.11,-12.4,-1.5,1013.1,39.905989,32.805588,-90.8,698,0.9,-0.5,1.0,-5.83,0.72,14:50:39.590
0,0,0.2,-1.7,-10.77,-1.3,1012.8,39.906032,32.805606,-89.7,699,0.3,0.9,6.84,-1.49,9.33,14:50:39.691
0,0,-2.21,0.62,-11.09,-1.3,1013.1,39.905969,32.805601,-88.7,700,0.0,1.5,-0.01,-8.45,0.87,14:50:39.791
0,0,3.43,-1.46,-9.16,-1.9,1012.9,39.90603,32.805613,-95.3,701,1.9,1.7,-6.03,-4.74,-0.9,14:50:39.892
0,0,3.08,0.67,-8.88,-1.8,1013.7,39.905973,32.805609,-93.4,702,1.9,-0.5,0.56,3.44,12.59,14:50:39.993
0,0,-1.42,2.22,-7.7,-1.0,1013.1,39.906015,32.805613,-89.0,703,1.2,-2.7,6.18,3.64,-4.29,14:50:40.094
0,0,0.89,-0.98,-6.86,-2.0,1012.9,39.906009,32.805628,-99.4,704,0.3,1.0,-4.11,0.49,4.39,14:50:40.195
0,0,1.7,-1.51,-9.29,-1.2,1013.8,39.905988,32.805613,-93.5,705,1.9,-0.8,-3.37,4.32,-8.77,14:50:40.296
0,0,1.55,3.24,-10.13,-0.8,1013.9,39.905975,32.805597,-91.5,706,1.0,0.8,4.21,-8.08,5.13,14:50:40.396
0,0,-0.51,0.19,-9.4,-1.6,1013.3,39.905999,32.805601,-99.3,707,0.9,-2.5,-1.76,0.56,-4.94,14:50:40.497
0,0,-2.91,0.8,-7.54,-1.6,1013.6,39.906,32.805574,-90.8,708,1.8,0.1,1.25,-7.04,1.8,14:50:40.598
0,0,-1.08,-1.16,-11.45,-1.4,1014.3,39.906028,32.805621,-90.6,709,1.6,-0.3,4.74,5.06,-1.14,14:50:40.699
0,0,3.4,-1.55,-10.44,-0.7,1013.4,39.906004,32.805589,-91.8,710,1.3,-1.9,1.41,0.51,5.95,14:50:40.799
