velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp,altitude_raw,altitude_kalman,velocity_raw,velocity_kalman,vertical_velocity_raw,vertical_velocity_kalman
0.0,0.0,-0.25,-4.62,-11.04,-1.8,1013.8,40.389842,33.289484,-85.6,484572,1.7,-0.4,-7.39,5.42,-1.37,12:58:42.446,0,0.0,0,0.0,-0.2,-0.4
52.1,0.0,3.25,0.79,-9.77,-0.8,1013.2,40.391077,33.290713,-93.8,485784,0.7,53.8,-2.02,4.16,5.72,12:58:42.498,0,0.0,57.3,52.1,58.2,53.8
77.6,1143.4,2.27,0.22,-9.25,-7.8,890.8,40.392187,33.291762,-103.9,486864,0.5,73.9,-1.57,4.3,5.38,12:58:42.548,1097.3,1143.4,69.5,77.6,70.0,73.9
0.0,2582.5,0.12,-0.82,-7.65,-17.4,747.8,40.393291,33.292898,-97.9,487971,1.7,-0.5,0.69,-5.04,-7.37,12:58:42.597,2582.8,2582.5,0,0.0,-0.4,-0.5
0.2,0.0,1.03,-0.2,-10.92,-1.8,1012.9,40.394776,33.294416,-93.1,489484,1.8,0.4,-6.32,-10.11,4.71,12:58:42.661,0,0.0,0,0.2,1.6,0.4
10.7,348.1,0.75,0.27,-9.37,-3.2,977.6,40.396025,33.295589,-98.1,490693,0.1,9.3,-1.81,5.05,1.61,12:58:42.696,307.2,348.1,6.9,10.7,6.1,9.3
0.0,2199.1,4.85,-1.6,-11.75,-14.8,784.0,40.397102,33.296709,-97.8,491795,1.1,0.4,-3.35,-1.01,-3.38,12:58:42.762,2179.7,2199.1,0,0.0,0.8,0.4
151.1,2608.5,-0.41,-0.47,-9.18,-16.8,747.1,40.398302,33.297914,-86.5,492991,1.9,151.0,-7.11,-4.53,1.32,12:58:42.811,2594.6,2608.5,156.1,151.1,155.8,151.0
0.0,2603.8,-2.11,4.82,-7.94,-17.1,746.4,40.399419,33.298976,-99.4,494101,1.8,0.1,6.03,2.39,-8.26,12:58:42.862,2607.2,2603.8,0,0.0,0.5,0.1
0.0,720.0,0.21,-0.86,-9.13,-6.3,928.3,40.400459,33.300086,-86.2,495169,2.0,0.0,-7.86,-0.34,4.65,12:58:42.912,751.5,720.0,0,0.0,1.2,0.0
0.0,0.0,4.01,-2.7,-9.63,-1.5,1013.5,40.401606,33.301207,-94.9,496319,1.0,-0.1,-0.3,-8.05,-4.65,12:58:42.962,0,0.0,0,0.0,-0.7,-0.1
55.6,0.0,-0.62,-3.85,-11.0,-1.9,1012.7,40.402852,33.302428,-87.0,497541,1.2,53.2,5.97,1.66,-7.64,12:58:43.013,0,0.0,50.4,55.6,50.3,53.2
4.6,0.0,-5.12,1.7,-7.95,-1.7,1012.4,40.404022,33.303615,-88.3,498718,0.7,3.3,-2.9,-2.37,-3.29,12:58:43.062,0,0.0,1.0,4.6,0.3,3.3
0.0,2727.2,-1.0,0.01,-9.89,-17.7,733.3,40.405703,33.305304,-103.9,500411,1.1,0.0,-1.96,-7.13,8.67,12:58:43.128,2744.2,2727.2,0,0.0,-0.9,0.0
0.0,2468.2,0.26,1.67,-8.05,-16.1,756.5,40.406898,33.306509,-104.6,501616,0.7,-0.3,-6.24,-1.02,-2.54,12:58:43.163,2480.7,2468.2,0,0.0,-2.0,-0.3
106.5,1771.8,-5.05,0.35,-8.9,-12.4,817.3,40.408095,33.307692,-97.8,502793,1.4,109.7,1.36,-2.36,-2.05,12:58:43.228,1814.0,1771.8,110.4,106.5,110.0,109.7
0.0,2434.4,2.27,-0.12,-9.14,-16.1,758.4,40.409401,33.309028,-89.9,504124,0.4,-0.0,10.27,-2.59,6.97,12:58:43.279,2450.8,2434.4,0,0.0,-0.4,-0.0
146.3,2795.3,-1.39,-0.26,-9.07,-18.6,728.5,40.410764,33.310392,-97.2,505493,0.8,147.2,-1.94,2.55,-3.41,12:58:43.330,2799.0,2795.3,150.5,146.3,150.0,147.2
10.8,1082.8,-3.32,-1.08,-10.9,-8.0,889.8,40.411807,33.311407,-100.8,506506,0.5,11.0,16.24,2.5,-0.36,12:58:43.379,1103.0,1082.8,14.3,10.8,14.1,11.0
8.4,0.0,1.83,-1.33,-6.4,-1.3,1013.5,40.413009,33.312608,-93.9,507679,1.7,5.9,3.73,0.85,-3.8,12:58:43.430,0,0.0,5.0,8.4,5.7,5.9
143.8,2794.1,-0.15,0.21,-10.98,-18.2,729.1,40.414557,33.314165,-104.4,509269,0.6,142.1,-0.66,5.0,-7.05,12:58:43.480,2807.7,2794.1,141.7,143.8,140.9,142.1
0.0,2567.1,-2.01,0.04,-11.66,-17.2,746.9,40.415744,33.315345,-86.3,510428,0.7,-0.1,-7.96,2.26,8.12,12:58:43.546,2588.5,2567.1,0,0.0,0.3,-0.1
59.6,1762.1,-3.57,2.06,-7.97,-11.7,822.0,40.416892,33.316501,-103.6,511590,0.3,62.0,-4.87,-3.59,-5.45,12:58:43.596,1778.1,1762.1,66.0,59.6,65.8,62.0
0.0,2280.7,3.48,-0.88,-9.87,-15.3,772.1,40.418184,33.317811,-89.5,512900,1.1,-0.0,-2.54,-0.26,8.2,12:58:43.645,2308.3,2280.7,0,0.0,0.2,-0.0
0.0,2774.4,2.63,1.4,-10.16,-18.1,730.9,40.419523,33.319138,-88.1,514257,0.6,0.2,-3.76,0.97,-4.24,12:58:43.698,2779.2,2774.4,0,0.0,-0.2,0.2
148.9,2797.3,3.39,-0.21,-7.21,-18.9,728.4,40.420822,33.320462,-101.3,515519,0.1,148.3,1.83,2.2,-6.75,12:58:43.756,2808.5,2797.3,147.8,148.9,149.1,148.3
0.0,2806.6,0.01,-0.71,-10.89,-18.2,726.5,40.422099,33.32167,-95.4,516782,1.0,0.3,-6.91,-0.76,-1.86,12:58:43.814,2817.9,2806.6,0,0.0,0.5,0.3
100.6,2421.4,-2.08,2.47,-9.72,-16.0,760.3,40.423258,33.322832,-104.2,517945,1.3,102.7,-13.54,3.33,0.7,12:58:43.861,2437.7,2421.4,105.8,100.6,105.3,102.7
0.0,1582.4,1.76,-3.07,-11.41,-10.8,842.3,40.424784,33.324414,-103.4,519501,1.6,0.4,0.09,0.77,6.34,12:58:43.931,1567.4,1582.4,0,0.0,-0.2,0.4
9.9,1273.1,-1.25,2.18,-11.24,-8.2,876.6,40.426069,33.325691,-102.1,520783,1.5,10.5,3.32,5.18,-2.62,12:58:43.982,1230.3,1273.1,10.5,9.9,11.8,10.5
0.0,0.0,-2.68,-5.36,-10.11,-1.9,1013.3,40.427546,33.327189,-88.7,522244,1.4,-0.2,1.48,-4.04,-3.89,12:58:44.029,0,0.0,0,0.0,0.2,-0.2
73.7,0.0,-3.81,-2.68,-9.54,-1.4,1013.6,40.42893,33.328559,-97.5,523644,0.6,72.8,-5.15,1.24,2.48,12:58:44.104,0,0.0,72.9,73.7,71.4,72.8
4.3,352.7,-0.25,0.07,-12.93,-3.9,965.2,40.430585,33.330211,-88.9,525301,2.0,4.1,-11.21,-1.6,-1.96,12:58:44.168,407.1,352.7,8.0,4.3,5.9,4.1
0.0,1740.7,2.17,0.64,-10.12,-12.2,823.0,40.431986,33.331557,-102.6,526667,0.9,-0.6,-0.66,-3.03,-2.2,12:58:44.232,1771.1,1740.7,0,0.0,-1.6,-0.6
90.5,2177.3,-0.65,-1.59,-11.5,-14.5,786.9,40.43353,33.333138,-95.3,528239,1.2,87.8,4.22,-0.97,5.86,12:58:44.295,2153.2,2177.3,83.0,90.5,82.6,87.8
70.1,0.0,-2.39,2.43,-10.01,-1.7,1013.2,40.435121,33.334746,-103.8,529818,2.0,70.7,-11.63,2.92,0.81,12:58:44.343,0,0.0,72.0,70.1,70.0,70.7
61.9,889.4,-0.08,1.53,-8.49,-6.6,915.8,40.436144,33.335772,-90.3,530866,1.3,57.9,-3.15,-3.95,0.09,12:58:44.406,859.6,889.4,56.7,61.9,58.3,57.9
0.0,2784.9,-0.4,1.55,-10.51,-18.9,729.8,40.437123,33.336726,-104.3,531853,1.8,0.4,0.78,4.69,-1.62,12:58:44.464,2793.2,2784.9,0,0.0,1.6,0.4
0.0,2149.5,1.69,-1.65,-9.83,-13.9,789.5,40.438562,33.338172,-91.9,533269,1.6,0.5,1.48,-0.99,-2.44,12:58:44.518,2125.5,2149.5,0,0.0,0.8,0.5
119.5,2583.3,-0.45,1.37,-10.1,-16.4,748.7,40.43975,33.339375,-101.7,534466,1.7,116.8,0.55,-6.03,2.82,12:58:44.569,2571.9,2583.3,114.7,119.5,114.6,116.8
0.0,2733.3,6.79,1.64,-8.42,-18.3,733.6,40.440901,33.340529,-97.0,535600,2.0,-0.4,1.37,9.22,-0.22,12:58:44.617,2744.5,2733.3,0,0.0,0.2,-0.4
150.0,2624.5,1.19,-1.82,-9.56,-16.9,743.5,40.442258,33.341925,-101.7,536971,1.7,149.7,0.05,7.97,5.85,12:58:44.661,2627.5,2624.5,151.5,150.0,151.4,149.7
0.0,1615.2,-0.86,2.38,-9.93,-11.1,842.4,40.443602,33.343243,-104.2,538348,0.2,0.1,5.23,2.69,1.94,12:58:44.728,1584.6,1615.2,0,0.0,0.7,0.1
0.5,0.2,2.23,-0.94,-9.98,-1.7,1013.7,40.444991,33.344669,-96.8,539742,1.9,-0.6,3.3,-3.02,-8.89,12:58:44.780,0,0.2,0,0.5,-1.9,-0.6
45.7,1359.0,-3.42,-1.8,-11.2,-9.4,866.1,40.446182,33.345752,-102.0,540883,0.6,43.0,-0.77,-8.13,-9.04,12:58:44.835,1333.1,1359.0,41.6,45.7,42.0,43.0
0.0,49.8,2.64,2.34,-11.04,-2.1,1011.3,40.447556,33.347154,-89.5,542237,0.2,-0.3,1.8,4.74,4.28,12:58:44.883,16.5,49.8,0,0.0,-0.9,-0.3
132.9,2180.3,2.18,-3.02,-9.29,-14.4,785.2,40.448672,33.348211,-87.9,543319,1.4,129.9,-0.28,0.37,0.03,12:58:44.950,2165.0,2180.3,128.5,132.9,127.6,129.9
0.0,2309.3,1.04,0.36,-10.48,-15.4,775.7,40.44988,33.349438,-103.2,544559,2.0,0.0,-1.05,8.42,-8.7,12:58:45.009,2277.8,2309.3,0,0.0,0.8,0.0
0.0,2800.0,-2.48,1.02,-10.15,-18.4,728.8,40.450994,33.35062,-99.9,545708,0.8,-0.4,-2.04,1.6,5.74,12:58:45.060,2806.3,2800.0,0,0.0,-0.3,-0.4
120.5,2583.3,0.87,-1.4,-10.83,-16.8,749.1,40.452346,33.351965,-100.4,547033,0.9,118.7,-1.42,6.26,7.16,12:58:45.109,2566.2,2583.3,117.6,120.5,119.3,118.7
0.0,2756.3,2.76,1.78,-10.21,-17.9,731.9,40.453519,33.353114,-104.0,548245,1.1,0.5,-2.69,1.54,-3.47,12:58:45.167,2760.0,2756.3,0,0.0,2.0,0.5
4.7,6.8,6.2,-2.48,-9.52,-1.4,1013.9,40.455086,33.354653,-94.2,549783,0.7,1.2,8.18,-4.01,-0.76,12:58:45.230,0,6.8,0,4.7,-0.6,1.2
82.7,0.0,-2.0,-1.26,-10.73,-1.9,1013.1,40.456437,33.356053,-97.4,551148,1.2,86.4,4.84,1.53,1.8,12:58:45.277,0,0.0,89.4,82.7,88.9,86.4
0.0,2796.8,0.42,-1.01,-8.24,-18.4,729.7,40.457308,33.356893,-93.9,551993,1.5,0.3,2.15,0.28,-5.78,12:58:45.343,2784.5,2796.8,0,0.0,0.2,0.3
0.0,0.0,3.6,0.04,-8.34,-1.4,1012.6,40.457974,33.357596,-87.5,552680,0.1,-0.2,5.98,4.4,-7.07,12:58:45.395,0,0.0,0,0.0,-0.1,-0.2
